price_id,security_id,ticker,security_name,price_date,open_price,high_price,low_price,close_price,volume,source,is_stale,days_stale,currency,region,validated,rag_status
PRC-RELIANCE-20241022,INE002A01018,RELIANCE,Reliance Industries Ltd,2024-10-22,2423.55,2498.06,2371.77,2430.11,4677068.0,NSE Feed,False,0,INR,NSE,True,Green
PRC-RELIANCE-20241024,INE002A01018,RELIANCE,Reliance Industries Ltd,2024-10-24,2463.78,2518.07,2424.13,2465.67,2543863.0,Refinitiv,False,0,INR,NSE,True,Green
PRC-RELIANCE-20241112,INE002A01018,RELIANCE,Reliance Industries Ltd,2024-11-12,2456.42,2458.17,2396.75,2447.95,2219647.0,Refinitiv,False,0,INR,NSE,True,Green
PRC-RELIANCE-20241120,INE002A01018,RELIANCE,Reliance Industries Ltd,2024-11-20,2438.64,2484.92,2410.54,2441.13,4582598.0,Refinitiv,False,0,INR,NSE,False,Green
PRC-RELIANCE-20241125,INE002A01018,RELIANCE,Reliance Industries Ltd,2024-11-25,2378.38,2470.36,2379.13,2400.62,4603893.0,Refinitiv,False,0,INR,NSE,True,Green
PRC-RELIANCE-20241203,INE002A01018,RELIANCE,Reliance Industries Ltd,2024-12-03,2364.98,2382.65,2332.58,2357.55,471587.0,Refinitiv,False,0,INR,NSE,False,Green
PRC-RELIANCE-20241205,INE002A01018,RELIANCE,Reliance Industries Ltd,2024-12-05,2398.34,2455.41,2345.51,2386.28,188481.0,NSE Feed,False,0,INR,NSE,True,Green
PRC-RELIANCE-20241206,INE002A01018,RELIANCE,Reliance Industries Ltd,2024-12-06,2438.75,2476.84,2394.34,2434.82,3381071.0,Bloomberg,False,0,INR,NSE,True,Green
PRC-RELIANCE-20241209,INE002A01018,RELIANCE,Reliance Industries Ltd,2024-12-09,2424.65,2433.99,2366.86,2432.19,3589454.0,NSE Feed,False,0,INR,NSE,True,Green
PRC-RELIANCE-20241211,INE002A01018,RELIANCE,Reliance Industries Ltd,2024-12-11,2459.52,2502.53,2410.06,2468.81,4151076.0,Bloomberg,False,0,INR,NSE,True,Green
PRC-RELIANCE-20241216,INE002A01018,RELIANCE,Reliance Industries Ltd,2024-12-16,2473.21,2504.56,2468.06,2482.2,1065405.0,NSE Feed,False,0,INR,NSE,True,Green
PRC-RELIANCE-20241218,INE002A01018,RELIANCE,Reliance Industries Ltd,2024-12-18,2441.68,2530.74,2402.42,2458.18,1563419.0,Refinitiv,False,0,INR,NSE,True,Green
PRC-RELIANCE-20241219,INE002A01018,RELIANCE,Reliance Industries Ltd,2024-12-19,2458.25,2501.54,2411.04,2471.5,3725006.0,Bloomberg,False,0,INR,NSE,True,Green
PRC-RELIANCE-20250110,INE002A01018,RELIANCE,Reliance Industries Ltd,2025-01-10,2533.19,2558.02,2506.13,2528.52,1826245.0,Bloomberg,False,0,INR,NSE,True,Green
PRC-RELIANCE-20250114,INE002A01018,RELIANCE,Reliance Industries Ltd,2025-01-14,2542.3,2567.87,2479.08,2527.16,1753178.0,Bloomberg,True,3,INR,NSE,True,Amber
PRC-RELIANCE-20250115,INE002A01018,RELIANCE,Reliance Industries Ltd,2025-01-15,2610.58,2610.79,2539.04,2586.48,3392897.0,Refinitiv,False,0,INR,NSE,True,Green
PRC-RELIANCE-20250116,INE002A01018,RELIANCE,Reliance Industries Ltd,2025-01-16,2468.56,2535.05,2469.97,2484.84,810951.0,Refinitiv,False,0,INR,NSE,True,Green
PRC-RELIANCE-20250120,INE002A01018,RELIANCE,Reliance Industries Ltd,2025-01-20,2499.53,2567.8,2478.56,2515.47,3608443.0,Refinitiv,False,0,INR,NSE,True,Green
PRC-RELIANCE-20250123,INE002A01018,RELIANCE,Reliance Industries Ltd,2025-01-23,2525.58,2571.15,2491.95,2518.76,1553198.0,Refinitiv,False,0,INR,NSE,True,Green
PRC-RELIANCE-20250124,INE002A01018,RELIANCE,Reliance Industries Ltd,2025-01-24,2524.61,2554.05,2497.34,2507.46,180391.0,Bloomberg,False,0,INR,NSE,True,Green
PRC-RELIANCE-20250128,INE002A01018,RELIANCE,Reliance Industries Ltd,2025-01-28,2511.18,2548.2,2487.16,2510.91,3586560.0,Refinitiv,False,0,INR,NSE,True,Green
PRC-RELIANCE-20250203,INE002A01018,RELIANCE,Reliance Industries Ltd,2025-02-03,2413.19,2491.67,2384.32,2436.05,2405633.0,NSE Feed,False,0,INR,NSE,True,Green
PRC-RELIANCE-20250204,INE002A01018,RELIANCE,Reliance Industries Ltd,2025-02-04,2439.8,2483.81,2395.23,2428.02,1049682.0,Refinitiv,False,0,INR,NSE,True,Green
PRC-RELIANCE-20250205,INE002A01018,RELIANCE,Reliance Industries Ltd,2025-02-05,2434.53,2501.27,2370.85,2441.03,3802451.0,Refinitiv,False,0,INR,NSE,True,Green
PRC-RELIANCE-20250213,INE002A01018,RELIANCE,Reliance Industries Ltd,2025-02-13,2502.81,2513.67,2485.77,2495.14,370368.0,Bloomberg,False,0,INR,NSE,True,Green
PRC-RELIANCE-20250220,INE002A01018,RELIANCE,Reliance Industries Ltd,2025-02-20,2493.83,2484.47,2461.78,2475.75,1860585.0,Refinitiv,False,0,INR,NSE,True,Green
PRC-RELIANCE-20250224,INE002A01018,RELIANCE,Reliance Industries Ltd,2025-02-24,2452.22,2457.9,2382.57,2445.72,1833251.0,NSE Feed,False,0,INR,NSE,True,Green
PRC-RELIANCE-20250306,INE002A01018,RELIANCE,Reliance Industries Ltd,2025-03-06,2432.02,2439.58,2425.79,2427.32,2554797.0,Bloomberg,False,0,INR,NSE,True,Green
PRC-RELIANCE-20250312,INE002A01018,RELIANCE,Reliance Industries Ltd,2025-03-12,2480.34,2520.82,2396.83,2460.64,3552719.0,NSE Feed,False,0,INR,NSE,False,Green
PRC-RELIANCE-20250324,INE002A01018,RELIANCE,Reliance Industries Ltd,2025-03-24,2490.88,2491.3,2451.37,2472.78,2176639.0,Refinitiv,False,0,INR,NSE,True,Green
PRC-RELIANCE-20250326,INE002A01018,RELIANCE,Reliance Industries Ltd,2025-03-26,2459.4,2480.74,2385.09,2453.13,880935.0,Bloomberg,False,0,INR,NSE,True,Green
PRC-RELIANCE-20250402,INE002A01018,RELIANCE,Reliance Industries Ltd,2025-04-02,2465.54,2542.49,2422.13,2472.02,120745.0,Refinitiv,False,0,INR,NSE,True,Green
PRC-RELIANCE-20250404,INE002A01018,RELIANCE,Reliance Industries Ltd,2025-04-04,2485.38,2538.75,2460.44,2475.62,3436282.0,NSE Feed,False,0,INR,NSE,False,Green
PRC-RELIANCE-20250407,INE002A01018,RELIANCE,Reliance Industries Ltd,2025-04-07,2502.69,2532.95,2477.48,2511.59,1195503.0,Refinitiv,False,0,INR,NSE,True,Green
PRC-RELIANCE-20250411,INE002A01018,RELIANCE,Reliance Industries Ltd,2025-04-11,2498.17,2488.56,2457.27,2485.14,3955251.0,NSE Feed,False,0,INR,NSE,True,Green
PRC-RELIANCE-20250417,INE002A01018,RELIANCE,Reliance Industries Ltd,2025-04-17,2448.23,2544.0,2413.74,2472.92,1206567.0,Refinitiv,False,0,INR,NSE,True,Green
PRC-RELIANCE-20250418,INE002A01018,RELIANCE,Reliance Industries Ltd,2025-04-18,2438.38,2484.96,2390.7,2458.38,1488525.0,NSE Feed,False,0,INR,NSE,True,Green
PRC-RELIANCE-20250421,INE002A01018,RELIANCE,Reliance Industries Ltd,2025-04-21,2391.62,2451.69,2383.04,2404.41,109112.0,NSE Feed,False,0,INR,NSE,True,Green
PRC-RELIANCE-20250422,INE002A01018,RELIANCE,Reliance Industries Ltd,2025-04-22,2423.78,2415.76,2393.03,2415.09,1111613.0,Bloomberg,False,0,INR,NSE,True,Green
PRC-RELIANCE-20250429,INE002A01018,RELIANCE,Reliance Industries Ltd,2025-04-29,2404.63,2483.17,2359.32,2424.55,3183330.0,Bloomberg,False,0,INR,NSE,True,Green
PRC-RELIANCE-20250501,INE002A01018,RELIANCE,Reliance Industries Ltd,2025-05-01,2406.94,2496.96,2362.38,2424.73,4550225.0,Refinitiv,False,0,INR,NSE,True,Green
PRC-RELIANCE-20250520,INE002A01018,RELIANCE,Reliance Industries Ltd,2025-05-20,2426.95,2461.73,2354.69,2416.2,3553672.0,Refinitiv,False,0,INR,NSE,True,Green
PRC-HDFCBANK-20240108,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-01-08,1586.34,1622.85,1572.32,1585.61,1500586.0,Bloomberg,False,0,INR,NSE,True,Green
PRC-HDFCBANK-20240109,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-01-09,1587.78,1612.07,1529.72,1575.6,3701435.0,Bloomberg,False,0,INR,NSE,True,Green
PRC-HDFCBANK-20240110,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-01-10,1571.5,1590.83,1544.5,1567.5,565056.0,Bloomberg,False,0,INR,NSE,True,Green
PRC-HDFCBANK-20240111,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-01-11,1557.1,1590.19,1533.5,1548.64,1067488.0,NSE Feed,False,0,INR,NSE,True,Green
PRC-HDFCBANK-20240118,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-01-18,1529.82,1547.02,1515.41,,,NSE Feed,False,0,INR,NSE,True,Green
PRC-HDFCBANK-20240129,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-01-29,1545.69,1565.83,1550.33,1554.26,2783810.0,Bloomberg,True,8,INR,NSE,True,Red
PRC-HDFCBANK-20240207,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-02-07,1603.77,1600.75,1560.98,1598.23,4426626.0,NSE Feed,False,0,INR,NSE,False,Green
PRC-HDFCBANK-20240208,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-02-08,1595.44,1643.03,1570.08,1602.41,4739666.0,Bloomberg,False,0,INR,NSE,True,Green
PRC-HDFCBANK-20240209,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-02-09,1602.3,1638.66,1582.74,1608.61,4238609.0,NSE Feed,False,0,INR,NSE,True,Green
PRC-HDFCBANK-20240212,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-02-12,1595.58,1651.75,1559.76,1606.81,4642810.0,Bloomberg,False,0,INR,NSE,True,Green
PRC-HDFCBANK-20240215,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-02-15,1545.0,1591.34,1553.49,1560.56,2679586.0,NSE Feed,True,7,INR,NSE,True,Red
PRC-HDFCBANK-20240216,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-02-16,1574.33,1605.46,1519.81,1559.94,2447344.0,NSE Feed,False,0,INR,NSE,True,Green
PRC-HDFCBANK-20240220,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-02-20,1558.64,1603.3,1535.98,1561.35,812213.0,Refinitiv,False,0,INR,NSE,True,Green
PRC-HDFCBANK-20240221,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-02-21,1605.27,1646.62,1591.6,1619.04,1196460.0,NSE Feed,False,0,INR,NSE,True,Green
PRC-HDFCBANK-20240226,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-02-26,1610.91,1654.66,1581.74,1614.37,3898008.0,Bloomberg,False,0,INR,NSE,True,Green
PRC-HDFCBANK-20240228,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-02-28,1630.43,1626.97,1578.16,1621.67,3871239.0,Bloomberg,False,0,INR,NSE,True,Green
PRC-HDFCBANK-20240229,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-02-29,1629.59,1642.8,1594.73,1620.83,1105907.0,NSE Feed,False,0,INR,NSE,True,Green
PRC-HDFCBANK-20240301,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-03-01,1598.68,1594.34,1584.58,1592.41,2849732.0,NSE Feed,False,0,INR,NSE,True,Green
PRC-HDFCBANK-20240312,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-03-12,1620.15,1652.62,1583.76,1619.71,1558508.0,NSE Feed,False,0,INR,NSE,False,Green
PRC-HDFCBANK-20240320,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-03-20,1639.62,1642.63,1593.85,1637.98,1272669.0,NSE Feed,False,0,INR,NSE,True,Green
PRC-HDFCBANK-20240322,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-03-22,1645.17,1698.37,1626.2,1657.42,804973.0,Refinitiv,False,0,INR,NSE,True,Green
PRC-HDFCBANK-20240326,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-03-26,1624.92,1666.49,1625.45,1634.81,871572.0,Bloomberg,True,3,INR,NSE,True,Amber
PRC-HDFCBANK-20240328,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-03-28,1679.95,1688.99,1620.61,1669.21,3679117.0,NSE Feed,True,8,INR,NSE,True,Red
PRC-HDFCBANK-20240403,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-04-03,1632.34,1641.39,1615.19,1634.11,2161792.0,Refinitiv,False,0,INR,NSE,True,Green
PRC-HDFCBANK-20240408,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-04-08,1634.02,1662.33,1605.82,1648.49,1773173.0,Refinitiv,False,0,INR,NSE,True,Green
PRC-HDFCBANK-20240409,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-04-09,1712.95,1743.26,1702.11,1702.66,3112450.0,Bloomberg,False,0,INR,NSE,True,Green
PRC-HDFCBANK-20240418,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-04-18,1677.44,1696.9,1636.09,1677.36,2774938.0,Refinitiv,False,0,INR,NSE,True,Green
PRC-HDFCBANK-20240419,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-04-19,1648.43,1712.58,1639.63,1663.11,4998854.0,NSE Feed,False,0,INR,NSE,False,Green
PRC-HDFCBANK-20240502,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-05-02,1657.82,1706.38,1661.46,1665.6,568995.0,NSE Feed,False,0,INR,NSE,True,Green
PRC-HDFCBANK-20240503,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-05-03,1667.4,1702.19,1612.04,1653.02,2084334.0,Refinitiv,False,0,INR,NSE,True,Green
PRC-HDFCBANK-20240514,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-05-14,1617.52,1648.64,1583.16,1614.57,4861804.0,Refinitiv,False,0,INR,NSE,True,Green
PRC-HDFCBANK-20240524,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-05-24,1626.26,1663.28,1594.03,1616.23,1572676.0,Bloomberg,False,0,INR,NSE,True,Green
PRC-HDFCBANK-20240527,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-05-27,1575.2,1613.28,1558.59,1590.47,1790005.0,NSE Feed,False,0,INR,NSE,True,Green
PRC-HDFCBANK-20240603,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-06-03,1613.57,1604.63,1560.82,1601.77,1288268.0,NSE Feed,False,0,INR,NSE,True,Green
PRC-HDFCBANK-20240604,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-06-04,1575.69,1624.32,1551.04,1579.68,947519.0,Bloomberg,False,0,INR,NSE,True,Green
PRC-HDFCBANK-20240619,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-06-19,1630.91,1654.81,1614.5,1616.41,2761566.0,NSE Feed,False,0,INR,NSE,True,Green
PRC-HDFCBANK-20240620,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-06-20,1601.05,1614.52,1581.39,1597.42,1570956.0,Bloomberg,False,0,INR,NSE,True,Green
PRC-HDFCBANK-20240624,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-06-24,1596.98,1634.95,1587.25,1589.7,3384990.0,Refinitiv,False,0,INR,NSE,True,Green
PRC-HDFCBANK-20240625,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-06-25,1624.14,1619.76,1588.13,1609.1,4262301.0,NSE Feed,False,0,INR,NSE,True,Green
PRC-HDFCBANK-20240626,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-06-26,1573.69,1609.53,1577.64,1579.39,2916470.0,Bloomberg,False,0,INR,NSE,True,Green
PRC-HDFCBANK-20240705,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-07-05,1580.04,1622.2,1571.49,1584.78,503890.0,Bloomberg,False,0,INR,NSE,True,Green
PRC-HDFCBANK-20240716,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-07-16,1613.07,1658.6,1584.4,1615.85,3248643.0,NSE Feed,False,0,INR,NSE,True,Green
