security_id,isin,ticker,security_name,asset_class,sector,currency,exchange,country,inception_date,status,last_updated,days_since_update,data_source,region
INE002A01018,INE002A01018,RELIANCE,Reliance Industries Ltd,Equity,Energy,INR,NSE,India,2000-01-01,Active,2025-04-22,34,Refinitiv,EMEA
INE002A01018,INE002A01018,RELIANCE,Reliance Industries Ltd,Equity,Energy,INR,NSE,India,2000-01-01,Inactive,2024-12-12,165,Refinitiv,Americas
INE002A01018,INE002A01018,RELIANCE,Reliance Industries Ltd,Equity,Energy,INR,NSE,India,2000-01-01,Active,2024-11-14,193,Refinitiv,APAC
INE002A01018,INE002A01018,RELIANCE,Reliance Industries Ltd,Equity,Energy,INR,NSE,India,2000-01-01,Active,2024-11-09,198,NSE Feed,APAC
INE002A01018,INE002A01018,RELIANCE,Reliance Industries Ltd,Equity,Energy,INR,NSE,India,2000-01-01,Active,2025-05-02,24,Manual,APAC
INE002A01018,INE002A01018,RELIANCE,Reliance Industries Ltd,Equity,Energy,INR,NSE,India,2000-01-01,Active,2024-10-14,224,NSE Feed,Americas
INE002A01018,INE002A01018,RELIANCE,Reliance Industries Ltd,Equity,Energy,INR,NSE,India,2000-01-01,Active,2025-03-27,60,NSE Feed,APAC
INE040A01034,INE040A01034,HDFCBANK,HDFC Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-08-10,289,Bloomberg,APAC
INE040A01034,INE040A01034,HDFCBANK,HDFC Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-08-18,281,Manual,Americas
INE040A01034,INE040A01034,HDFCBANK,HDFC Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-07-03,327,Manual,Americas
INE040A01034,INE040A01034,HDFCBANK,HDFC Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-10-07,231,Bloomberg,Americas
INE040A01034,INE040A01034,HDFCBANK,HDFC Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-07-29,301,NSE Feed,Americas
INE040A01034,INE040A01034,HDFCBANK,HDFC Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-11-22,185,Manual,APAC
INE040A01034,INE040A01034,HDFCBANK,HDFC Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-10-13,225,Bloomberg,Americas
INE040A01034,INE040A01034,HDFCBANK,HDFC Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-10-31,207,Refinitiv,APAC
INE040A01034,INE040A01034,HDFCBANK,HDFC Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-12-09,168,Bloomberg,Americas
INE040A01034,INE040A01034,HDFCBANK,HDFC Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-11-13,194,NSE Feed,EMEA
INE040A01034,INE040A01034,HDFCBANK,HDFC Bank Ltd,Equity,,INR,NSE,India,2000-01-01,Active,2024-10-01,237,Bloomberg,APAC
INE040A01034,INE040A01034,HDFCBANK,HDFC Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Suspended,2025-02-04,111,Refinitiv,APAC
INE040A01034,INE040A01034,HDFCBANK,HDFC Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2025-05-04,22,NSE Feed,Americas
INE040A01034,INE040A01034,HDFCBANK,HDFC Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2025-04-07,49,Refinitiv,Americas
INE040A01034,INE040A01034,HDFCBANK,HDFC Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-11-07,200,NSE Feed,EMEA
INE040A01034,INE040A01034,HDFCBANK,HDFC Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2025-02-20,95,Bloomberg,EMEA
INE040A01034,INE040A01034,HDFCBANK,HDFC Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-06-11,349,Refinitiv,APAC
INE040A01034,INE040A01034,HDFCBANK,HDFC Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-07-07,323,Bloomberg,APAC
INE040A01034,INE040A01034,HDFCBANK,HDFC Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-11-17,190,Manual,APAC
INE040A01034,INE040A01034,HDFCBANK,HDFC Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Inactive,2025-03-04,83,Manual,APAC
INE009A01021,INE009A01021,INFY,Infosys Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2025-01-29,117,Bloomberg,Americas
INE009A01021,INE009A01021,INFY,Infosys Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2025-01-07,139,Bloomberg,Americas
INE009A01021,INE009A01021,INFY,Infosys Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2025-05-01,25,Manual,Americas
INE009A01021,INE009A01021,INFY,Infosys Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2024-11-21,186,Refinitiv,APAC
INE009A01021,INE009A01021,INFY,Infosys Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2025-03-02,85,NSE Feed,EMEA
INE009A01021,INE009A01021,INFY,Infosys Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2024-10-06,232,Bloomberg,APAC
INE009A01021,INE009A01021,INFY,Infosys Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2025-04-30,26,Bloomberg,APAC
INE009A01021,INE009A01021,INFY,Infosys Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2024-08-25,274,Manual,APAC
INE009A01021,INE009A01021,INFY,Infosys Ltd,Equity,IT,INR,NSE,India,2000-01-01,Suspended,2024-08-24,275,NSE Feed,EMEA
INE009A01021,INE009A01021,INFY,Infosys Ltd,Equity,IT,INR,NSE,India,2000-01-01,Inactive,2024-10-25,213,Manual,APAC
INE009A01021,INE009A01021,INFY,Infosys Ltd,Equity,IT,INR,NSE,India,2000-01-01,Inactive,2024-09-06,262,Bloomberg,Americas
INE009A01021,INE009A01021,INFY,Infosys Ltd,Equity,,INR,NSE,India,2000-01-01,Active,2024-11-08,199,Refinitiv,APAC
INE009A01021,INE009A01021,INFY,Infosys Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2025-02-16,99,Bloomberg,Americas
INE009A01021,INE009A01021,INFY,Infosys Ltd,Equity,IT,INR,NSE,India,2000-01-01,Inactive,2024-09-29,239,Refinitiv,Americas
INE009A01021,,INFY,Infosys Ltd,Equity,,INR,NSE,India,2000-01-01,Active,2025-04-01,55,NSE Feed,EMEA
INE009A01021,INE009A01021,INFY,Infosys Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2024-09-13,255,NSE Feed,EMEA
INE009A01021,INE009A01021,INFY,Infosys Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2024-08-07,292,NSE Feed,APAC
INE009A01021,INE009A01021,INFY,Infosys Ltd,Equity,IT,INR,NSE,India,2000-01-01,Suspended,2024-06-05,355,Bloomberg,APAC
INE009A01021,INE009A01021,INFY,Infosys Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2025-03-03,84,NSE Feed,APAC
INE009A01021,INE009A01021,INFY,Infosys Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2024-10-04,234,NSE Feed,Americas
INE467B01029,INE467B01029,TCS,Tata Consultancy Services,Equity,IT,INR,NSE,India,2000-01-01,Active,2025-05-01,25,NSE Feed,Americas
INE467B01029,INE467B01029,TCS,Tata Consultancy Services,Equity,IT,INR,NSE,India,2000-01-01,Active,2024-07-24,306,Bloomberg,APAC
INE467B01029,INE467B01029,TCS,Tata Consultancy Services,Equity,IT,INR,NSE,India,2000-01-01,Active,2025-03-11,76,Refinitiv,Americas
INE467B01029,INE467B01029,TCS,Tata Consultancy Services,Equity,IT,INR,NSE,India,2000-01-01,Active,2024-11-23,184,NSE Feed,Americas
INE467B01029,INE467B01029,TCS,Tata Consultancy Services,Equity,IT,INR,NSE,India,2000-01-01,Active,2025-02-06,109,Bloomberg,APAC
INE467B01029,INE467B01029,TCS,Tata Consultancy Services,Equity,IT,INR,NSE,India,2000-01-01,Active,2025-04-21,35,Bloomberg,EMEA
INE467B01029,INE467B01029,TCS,Tata Consultancy Services,Equity,IT,INR,NSE,India,2000-01-01,Active,2024-08-06,293,Manual,Americas
INE467B01029,INE467B01029,TCS,Tata Consultancy Services,Equity,IT,INR,NSE,India,2000-01-01,Active,2025-01-05,141,Refinitiv,Americas
INE467B01029,INE467B01029,TCS,Tata Consultancy Services,Equity,IT,INR,NSE,India,2000-01-01,Active,2024-06-19,341,Refinitiv,EMEA
INE467B01029,INE467B01029,TCS,Tata Consultancy Services,Equity,,INR,NSE,India,2000-01-01,Active,2024-08-05,294,Bloomberg,EMEA
INE467B01029,INE467B01029,TCS,Tata Consultancy Services,Equity,IT,INR,NSE,India,2000-01-01,Active,2024-09-16,252,NSE Feed,Americas
INE467B01029,INE467B01029,TCS,Tata Consultancy Services,Equity,IT,INR,NSE,India,2000-01-01,Active,2024-12-26,151,Refinitiv,APAC
INE467B01029,INE467B01029,TCS,Tata Consultancy Services,Equity,IT,INR,NSE,India,2000-01-01,Active,2024-08-30,269,NSE Feed,EMEA
INE467B01029,INE467B01029,TCS,Tata Consultancy Services,Equity,IT,INR,NSE,India,2000-01-01,Active,2025-05-09,17,NSE Feed,APAC
INE467B01029,INE467B01029,TCS,Tata Consultancy Services,Equity,IT,INR,NSE,India,2000-01-01,Active,2025-05-26,0,Manual,APAC
INE467B01029,INE467B01029,TCS,Tata Consultancy Services,Equity,IT,INR,NSE,India,2000-01-01,Active,2024-09-11,257,NSE Feed,APAC
INE467B01029,,TCS,Tata Consultancy Services,Equity,,INR,NSE,India,2000-01-01,Active,2024-09-23,245,NSE Feed,EMEA
INE467B01029,INE467B01029,TCS,Tata Consultancy Services,Equity,IT,INR,NSE,India,2000-01-01,Active,2024-07-06,324,Manual,Americas
INE467B01029,INE467B01029,TCS,Tata Consultancy Services,Equity,IT,INR,NSE,India,2000-01-01,Active,2025-03-02,85,NSE Feed,APAC
INE467B01029,INE467B01029,TCS,Tata Consultancy Services,Equity,IT,INR,NSE,India,2000-01-01,Active,2025-03-25,62,Bloomberg,Americas
INE154A01025,INE154A01025,ITC,ITC Ltd,Equity,FMCG,INR,NSE,India,2000-01-01,Active,2025-01-09,137,Manual,Americas
INE154A01025,INE154A01025,ITC,ITC Ltd,Equity,FMCG,INR,NSE,India,2000-01-01,Active,2025-02-17,98,Refinitiv,EMEA
INE154A01025,INE154A01025,ITC,ITC Ltd,Equity,FMCG,INR,NSE,India,2000-01-01,Active,2024-06-23,337,Refinitiv,EMEA
INE154A01025,INE154A01025,ITC,ITC Ltd,Equity,FMCG,INR,NSE,India,2000-01-01,Active,2025-01-07,139,NSE Feed,Americas
INE154A01025,INE154A01025,ITC,ITC Ltd,Equity,FMCG,INR,NSE,India,2000-01-01,Active,2024-11-08,199,NSE Feed,Americas
INE154A01025,INE154A01025,ITC,ITC Ltd,Equity,FMCG,INR,NSE,India,2000-01-01,Active,2024-11-06,201,NSE Feed,Americas
INE154A01025,INE154A01025,ITC,ITC Ltd,Equity,FMCG,INR,NSE,India,2000-01-01,Active,2024-08-05,294,Manual,Americas
INE154A01025,INE154A01025,ITC,ITC Ltd,Equity,FMCG,INR,NSE,India,2000-01-01,Active,2024-08-29,270,Bloomberg,EMEA
INE154A01025,INE154A01025,ITC,ITC Ltd,Equity,FMCG,INR,NSE,India,2000-01-01,Active,2024-10-25,213,NSE Feed,EMEA
INE154A01025,INE154A01025,ITC,ITC Ltd,Equity,FMCG,INR,NSE,India,2000-01-01,Active,2025-01-13,133,Manual,Americas
INE154A01025,INE154A01025,ITC,ITC Ltd,Equity,FMCG,INR,NSE,India,2000-01-01,Active,2024-08-26,273,NSE Feed,APAC
INE154A01025,INE154A01025,ITC,ITC Ltd,Equity,FMCG,INR,NSE,India,2000-01-01,Active,2024-09-29,239,Refinitiv,APAC
INE154A01025,INE154A01025,ITC,ITC Ltd,Equity,,INR,NSE,India,2000-01-01,Suspended,2024-06-13,347,Bloomberg,EMEA
INE154A01025,INE154A01025,ITC,ITC Ltd,Equity,FMCG,INR,NSE,India,2000-01-01,Active,2024-12-30,147,Manual,EMEA
INE154A01025,INE154A01025,ITC,ITC Ltd,Equity,FMCG,INR,NSE,India,2000-01-01,Active,2024-12-22,155,Bloomberg,APAC
INE154A01025,INE154A01025,ITC,ITC Ltd,Equity,FMCG,INR,NSE,India,2000-01-01,Active,2025-01-04,142,Manual,APAC
INE154A01025,INE154A01025,ITC,ITC Ltd,Equity,FMCG,INR,NSE,India,2000-01-01,Active,2025-03-13,74,Manual,APAC
INE154A01025,INE154A01025,ITC,ITC Ltd,Equity,FMCG,INR,NSE,India,2000-01-01,Suspended,2025-01-24,122,NSE Feed,EMEA
INE154A01025,INE154A01025,ITC,ITC Ltd,Equity,FMCG,INR,NSE,India,2000-01-01,Active,2025-04-10,46,Manual,Americas
INE154A01025,INE154A01025,ITC,ITC Ltd,Equity,FMCG,INR,NSE,India,2000-01-01,Active,2025-01-15,131,Manual,EMEA
INE075A01022,INE075A01022,WIPRO,Wipro Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2024-10-11,227,NSE Feed,Americas
INE075A01022,INE075A01022,WIPRO,Wipro Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2025-02-04,111,Bloomberg,Americas
INE075A01022,INE075A01022,WIPRO,Wipro Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2024-10-25,213,Bloomberg,APAC
INE075A01022,INE075A01022,WIPRO,Wipro Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2024-08-17,282,Refinitiv,APAC
INE075A01022,INE075A01022,WIPRO,Wipro Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2024-12-30,147,Manual,APAC
INE075A01022,INE075A01022,WIPRO,Wipro Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2024-09-14,254,Bloomberg,Americas
INE075A01022,INE075A01022,WIPRO,Wipro Ltd,Equity,IT,INR,NSE,India,2000-01-01,Inactive,2024-12-12,165,NSE Feed,EMEA
INE075A01022,INE075A01022,WIPRO,Wipro Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2025-01-01,145,Refinitiv,EMEA
INE075A01022,INE075A01022,WIPRO,Wipro Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2024-09-21,247,Manual,EMEA
INE075A01022,INE075A01022,WIPRO,Wipro Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2025-05-09,17,Refinitiv,EMEA
INE075A01022,INE075A01022,WIPRO,Wipro Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2024-08-05,294,Manual,Americas
INE075A01022,INE075A01022,WIPRO,Wipro Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2025-03-16,71,Manual,APAC
INE075A01022,INE075A01022,WIPRO,Wipro Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2025-01-23,123,NSE Feed,APAC
INE075A01022,INE075A01022,WIPRO,Wipro Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2025-01-19,127,Manual,EMEA
INE075A01022,INE075A01022,WIPRO,Wipro Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2025-01-02,144,Bloomberg,Americas
INE075A01022,INE075A01022,WIPRO,Wipro Ltd,Equity,,INR,NSE,India,2000-01-01,Inactive,2025-03-04,83,Refinitiv,Americas
INE075A01022,INE075A01022,WIPRO,Wipro Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2024-07-06,324,Bloomberg,APAC
INE075A01022,INE075A01022,WIPRO,Wipro Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2024-09-11,257,Refinitiv,APAC
INE075A01022,INE075A01022,WIPRO,Wipro Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2025-01-29,117,Refinitiv,EMEA
INE075A01022,INE075A01022,WIPRO,Wipro Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2025-05-25,1,Bloomberg,APAC
INE296A01024,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,Equity,NBFC,INR,NSE,India,2000-01-01,Active,2024-11-07,200,NSE Feed,Americas
INE296A01024,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,Equity,NBFC,INR,NSE,India,2000-01-01,Active,2025-05-13,13,Refinitiv,APAC
INE296A01024,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,Equity,NBFC,INR,NSE,India,2000-01-01,Active,2025-03-31,56,Bloomberg,Americas
INE296A01024,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,Equity,NBFC,INR,NSE,India,2000-01-01,Active,2024-11-02,205,Bloomberg,Americas
INE296A01024,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,Equity,NBFC,INR,NSE,India,2000-01-01,Active,2024-06-22,338,NSE Feed,APAC
INE296A01024,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,Equity,NBFC,INR,NSE,India,2000-01-01,Active,2025-02-15,100,Manual,EMEA
INE296A01024,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,Equity,NBFC,INR,NSE,India,2000-01-01,Active,2024-07-25,305,Manual,Americas
INE296A01024,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,Equity,NBFC,INR,NSE,India,2000-01-01,Active,2024-08-18,281,NSE Feed,Americas
INE296A01024,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,Equity,NBFC,INR,NSE,India,2000-01-01,Active,2025-03-03,84,NSE Feed,EMEA
INE296A01024,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,Equity,NBFC,INR,NSE,India,2000-01-01,Active,2024-10-04,234,Manual,APAC
INE296A01024,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,Equity,NBFC,INR,NSE,India,2000-01-01,Active,2025-01-24,122,NSE Feed,APAC
INE296A01024,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,Equity,NBFC,INR,NSE,India,2000-01-01,Active,2025-02-09,106,Refinitiv,EMEA
INE296A01024,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,Equity,NBFC,INR,NSE,India,2000-01-01,Active,2024-10-11,227,NSE Feed,Americas
INE296A01024,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,Equity,NBFC,INR,NSE,India,2000-01-01,Active,2024-06-06,354,Refinitiv,Americas
INE296A01024,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,Equity,NBFC,INR,NSE,India,2000-01-01,Active,2024-12-26,151,Manual,Americas
INE296A01024,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,Equity,NBFC,INR,NSE,India,2000-01-01,Active,2025-02-07,108,NSE Feed,APAC
INE296A01024,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,Equity,NBFC,INR,NSE,India,2000-01-01,Active,2024-12-25,152,NSE Feed,EMEA
INE296A01024,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,Equity,NBFC,INR,NSE,India,2000-01-01,Active,2025-03-11,76,NSE Feed,EMEA
INE296A01024,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,Equity,NBFC,INR,NSE,India,2000-01-01,Active,2025-05-26,0,Refinitiv,APAC
INE296A01024,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,Equity,NBFC,INR,NSE,India,2000-01-01,Active,2024-09-07,261,Refinitiv,APAC
INE585B01010,INE585B01010,AXISBANK,Axis Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-09-19,249,NSE Feed,APAC
INE585B01010,INE585B01010,AXISBANK,Axis Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-09-08,260,NSE Feed,APAC
INE585B01010,INE585B01010,AXISBANK,Axis Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2025-03-01,86,Bloomberg,Americas
INE585B01010,INE585B01010,AXISBANK,Axis Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-10-28,210,Manual,APAC
INE585B01010,INE585B01010,AXISBANK,Axis Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-06-07,353,Manual,EMEA
INE585B01010,INE585B01010,AXISBANK,Axis Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-09-03,265,Manual,APAC
INE585B01010,INE585B01010,AXISBANK,Axis Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-07-04,326,Bloomberg,APAC
INE585B01010,INE585B01010,AXISBANK,Axis Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Inactive,2024-08-16,283,Bloomberg,APAC
INE585B01010,INE585B01010,AXISBANK,Axis Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-07-31,299,Refinitiv,Americas
INE585B01010,INE585B01010,AXISBANK,Axis Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-12-12,165,Manual,EMEA
INE585B01010,INE585B01010,AXISBANK,Axis Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2025-03-19,68,Bloomberg,APAC
INE585B01010,INE585B01010,AXISBANK,Axis Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2025-04-17,39,Refinitiv,APAC
INE585B01010,INE585B01010,AXISBANK,Axis Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-08-28,271,Manual,EMEA
INE585B01010,INE585B01010,AXISBANK,Axis Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2025-05-19,7,Refinitiv,EMEA
INE585B01010,INE585B01010,AXISBANK,Axis Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-10-23,215,Refinitiv,EMEA
INE585B01010,INE585B01010,AXISBANK,Axis Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2025-04-17,39,Refinitiv,EMEA
INE585B01010,INE585B01010,AXISBANK,Axis Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-07-29,301,NSE Feed,APAC
INE585B01010,INE585B01010,AXISBANK,Axis Bank Ltd,Equity,,INR,NSE,India,2000-01-01,Active,2024-07-07,323,NSE Feed,EMEA
INE585B01010,INE585B01010,AXISBANK,Axis Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-08-03,296,Manual,EMEA
INE585B01010,INE585B01010,AXISBANK,Axis Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2025-02-12,103,Bloomberg,EMEA
INE090A01021,INE090A01021,ICICIBANK,ICICI Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-11-13,194,Refinitiv,Americas
INE090A01021,INE090A01021,ICICIBANK,ICICI Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2025-03-22,65,NSE Feed,Americas
INE090A01021,INE090A01021,ICICIBANK,ICICI Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-06-21,339,Manual,EMEA
INE090A01021,INE090A01021,ICICIBANK,ICICI Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-09-01,267,Manual,APAC
INE090A01021,INE090A01021,ICICIBANK,ICICI Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2025-01-27,119,Bloomberg,APAC
INE090A01021,INE090A01021,ICICIBANK,ICICI Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-11-16,191,Manual,Americas
INE090A01021,INE090A01021,ICICIBANK,ICICI Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-06-19,341,NSE Feed,APAC
INE090A01021,INE090A01021,ICICIBANK,ICICI Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-12-24,153,Bloomberg,Americas
INE090A01021,INE090A01021,ICICIBANK,ICICI Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2025-03-05,82,NSE Feed,Americas
INE090A01021,INE090A01021,ICICIBANK,ICICI Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2025-02-11,104,Refinitiv,EMEA
INE090A01021,INE090A01021,ICICIBANK,ICICI Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2025-03-09,78,Manual,APAC
INE090A01021,INE090A01021,ICICIBANK,ICICI Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-06-15,345,Refinitiv,Americas
INE090A01021,INE090A01021,ICICIBANK,ICICI Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-08-21,278,Manual,APAC
INE090A01021,INE090A01021,ICICIBANK,ICICI Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-09-24,244,Manual,APAC
INE090A01021,INE090A01021,ICICIBANK,ICICI Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2025-04-28,28,NSE Feed,Americas
INE090A01021,INE090A01021,ICICIBANK,ICICI Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-10-18,220,Manual,APAC
INE090A01021,INE090A01021,ICICIBANK,ICICI Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2025-01-20,126,Refinitiv,APAC
INE090A01021,INE090A01021,ICICIBANK,ICICI Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-10-20,218,NSE Feed,Americas
INE090A01021,INE090A01021,ICICIBANK,ICICI Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-10-15,223,NSE Feed,Americas
